"_IDSKU (Não alterável)","_NomeSKU","_EANSKU","_CodigoReferenciaSKU","_IDProduto (Não alterável)","_NomeProduto (Obrigatório)","_ProdutoAtivo (Não alterável)","_CodigoReferenciaProduto","_LinkTexto (Não alterável)","_TituloSite","_IDFornecedor","_IDDepartamento (Não alterável)","_NomeDepartamento","_IDCategoria","_NomeCategoria","_IDMarca","_Lojas"
"6506","500 ml","7898667820047","","5538","Tratamento Reconstrutor Pós Quimica Braé Bond Angel 500 ml","SIM","","tratamento-reconstrutor-pos-quimica-brae-bond-angel-500-ml","Tratamento Reconstrutor Pós Quimica Braé Bond Angel 500 ml","","1","Cabelos","15","Tratamento Especifico","2000087",""
"6507","500 ml","7898667820306","","5558","Tratamento Fortificante Pós Química Braé Bond Angel 500 ml","SIM","","tratamento-fortificante-pos-quimica-brae-bond-angel-500-ml","Tratamento Fortificante Pós Química Braé Bond Angel 500 ml","","1","Cabelos","15","Tratamento Especifico","2000087",""
"6508","250 ml","7898667820436","","5539","Shampoo Braé Puring 250 ml","SIM","","shampoo-brae-puring-250-ml","Shampoo Braé Puring 250 ml","","1","Cabelos","10","Shampoo","2000087",""
"6509","1000 ml","7898667820443","","5540","Shampoo Braé Puring 1000 ml","SIM","","shampoo-brae-puring-1000-ml","Shampoo Braé Puring 1000 ml","","1","Cabelos","10","Shampoo","2000087",""
"6510","1000 ml","7898955134740","","5541","Tratamento Efeito Liso Braé Puring 1000 ml","SIM","","tratamento-efeito-liso-brae-puring-1000-ml","Tratamento Efeito Liso Braé Puring 1000 ml","","1","Cabelos","15","Tratamento Especifico","2000087",""
"6511","13 ml","7898667820535","","5542","Ampola de Força e Resistência Braé Bond Angel 13 ml","SIM","","ampola-de-forca-e-resistencia-brae-bond-angel-13-ml","Ampola de Força e Resistência Braé Bond Angel 13 ml","","1","Cabelos","17","Ampola de Tratamento","2000087",""
"6512","1000 ml","7898667820382","","5543","Shampoo Braé Gorgeous Volume 1000 ml","SIM","","shampoo-brae-gorgeous-volume-1000-ml","Shampoo Braé Gorgeous Volume 1000 ml","","1","Cabelos","10","Shampoo","2000087",""
"6513","1000 ml","7898667820429","","5544","Condicionador Braé Gorgeous Volume 1000 ml","SIM","","condicionador-brae-gorgeous-volume-1000-ml","Condicionador Braé Gorgeous Volume 1000 ml","","1","Cabelos","11","Condicionador","2000087",""
"6514","250 ml","7898667820238","","5545","Shampoo Braé Gorgeous Volume 250 ml","SIM","","shampoo-brae-gorgeous-volume-250-ml","Shampoo Braé Gorgeous Volume 250 ml","","1","Cabelos","10","Shampoo","2000087",""
"6515","250 ml","7898667820245","","5546","Condicionador Braé Gorgeous Volume 250 ml","SIM","","condicionador-brae-gorgeous-volume-250-ml","Condicionador Braé Gorgeous Volume 250 ml","","1","Cabelos","11","Condicionador","2000087",""
"6516","100 ml","7898667820269","","5547","Spray Texturizador Braé Gorgeous Volume 100 ml","SIM","","spray-texturizador-brae-gorgeous-volume-100-ml","Spray Texturizador Braé Gorgeous Volume 100 ml","","1","Cabelos","18","Modelador","2000087",""
"6517","1000 ml","7898994690719","","5548","Shampoo Braé Bond Angel 1000 ml","SIM","","shampoo-brae-bond-angel-1000-ml","Shampoo Braé Bond Angel 1000 ml","","1","Cabelos","10","Shampoo","2000087",""
"6518","1000 ml","7898994690726","","5549","Máscara Matizadora Braé Bond Angel Acidificante PH  1000 ml","SIM","","mascara-matizadora-brae-bond-angel-acidificante-ph-1000-ml","Máscara Matizadora Braé Bond Angel Acidificante PH 1000 ml","","1","Cabelos","12","Mascaras","2000087",""
"6519","250 ml","7898994690733","","5550","Shampoo Braé Bond Angel 250 ml","SIM","","shampoo-brae-bond-angel-250-ml","Shampoo Braé Bond Angel 250 ml","","1","Cabelos","10","Shampoo","2000087",""
"6520","250 ml","7898994690740","","5551","Máscara Matizadora Braé Bond Angel Acidificante PH 250 ml","SIM","","mascara-matizadora-brae-bond-angel-acidificante-ph-250-ml","Máscara Matizadora Braé Bond Angel Acidificante PH 250 ml","","1","Cabelos","12","Mascaras","2000087",""
"6521","200 ml","7898994690757","","5552","Leave-in Braé Bond Angel Blond Thermal 200 ml","SIM","","leave-in-brae-bond-angel-blond-thermal-200-ml","Leave-in Braé Bond Angel Blond Thermal 200 ml","","1","Cabelos","13","Leave-in","2000087",""
"6522","500 g","7898667820061","","5553","Pó Descolorante Braé Wanna Be Blond 500 g","SIM","","po-descolorante-brae-wanna-be-blond-500-g","Pó Descolorante Braé Wanna Be Blond 500 g","","1","Cabelos","20","Oxidantes, Reveladores E Descolorantes","2000087",""
"6523","900 ml","7898994690764","","5554","Emulsão Oxidante Braé Wanna Be Blond 10 Volumes 900 ml","SIM","","emulsao-oxidante-brae-wanna-be-blond-10-volumes-900-ml","Emulsão Oxidante Braé Wanna Be Blond 10 Volumes 900 ml","","1","Cabelos","20","Oxidantes, Reveladores E Descolorantes","2000087",""
"6524","900 ml","7898667820078","","5555","Emulsão Oxidante Braé Wanna Be Blond 20 Volumes 900 ml","SIM","","emulsao-oxidante-brae-wanna-be-blond-20-volumes-900-ml","Emulsão Oxidante Braé Wanna Be Blond 20 Volumes 900 ml","","1","Cabelos","20","Oxidantes, Reveladores E Descolorantes","2000087",""
"6525","900 ml","7898667820085","","5556","Emulsão Oxidante Braé Wanna Be Blond 30 Volumes 900 ml","SIM","","emulsao-oxidante-brae-wanna-be-blond-30-volumes-900-ml","Emulsão Oxidante Braé Wanna Be Blond 30 Volumes 900 ml","","1","Cabelos","20","Oxidantes, Reveladores E Descolorantes","2000087",""
"6526","900 ml","7898667820092","","5557","Emulsão Oxidante Braé Wanna Be Blond 40 Volumes 900 ml","SIM","","emulsao-oxidante-brae-wanna-be-blond-40-volumes-900-ml","Emulsão Oxidante Braé Wanna Be Blond 40 Volumes 900 ml","","1","Cabelos","20","Oxidantes, Reveladores E Descolorantes","2000087",""
"6527","Branco","006527","","5440","Roupão AmoBeleza e Alfaparf Milano Professional Branco","SIM","","roupao-amobeleza-e-alfaparf-milano-professional-branco","Roupão AMOBELEZA e Alfaparf Milano Professional Branco","","93","Brindes","148","Brinde","2000002",""
"6528","1500 ml","7899706189941","","5464","Condicionador L'Oréal Professionnel Serie Expert Absolut Repair Gold Quinoa 1500 ml","SIM","","condicionador-loreal-professionnel-renovacao21-serie-expert-absolut-repair-gold-quinoa-1500-ml","Condicionador L'Oréal Professionnel Serie Expert Absolut Repair Gold Quinoa 1500 ml","","1","Cabelos","11","Condicionador","1",""
"6529","1500 ml","7899706189620","","5465","Shampoo L'Oréal Professionnel Serie Expert Absolut Repair Gold Quinoa 1500 ml","SIM","","shampoo-loreal-professionnel-renovacao21-serie-expert-absolut-repair-gold-quinoa-1500-ml","Shampoo L'Oréal Professionnel Serie Expert Absolut Repair Gold Quinoa 1500 ml","","1","Cabelos","10","Shampoo","1",""
"6530","1500 ml","7899706189866","","5466","Condicionador L'Oréal Professionnel Serie Expert Blondifier 1500 ml","SIM","","condicionador-loreal-professionnel-renovacao21-serie-expert-blondifier-1500-ml","Condicionador L'Oréal Professionnel Serie Expert Blondifier 1500 ml","","1","Cabelos","11","Condicionador","1",""
"6531","1500 ml","3474636977291","","5467","Shampoo L'Oréal Professionnel Serie Expert Blondifier Cool 1500 ml","SIM","","shampoo-loreal-professionnel-renovacao21-serie-expert-blondifier-cool-1500-ml","Shampoo L'Oréal Professionnel Serie Expert Blondifier Cool 1500 ml","","1","Cabelos","10","Shampoo","1",""
"6532","1500 ml","7899706189293","","5468","Shampoo L'Oréal Professionnel Serie Expert Blondifier Gloss 1500 ml","SIM","","shampoo-loreal-professionnel-renovacao21-serie-expert-blondifier-gloss-1500-ml","Shampoo L'Oréal Professionnel Serie Expert Blondifier Gloss 1500 ml","","1","Cabelos","10","Shampoo","1",""
"6533","1500 ml","7899706189927","","5469","Condicionador L'Oréal Professionnel Serie Expert Inforcer 1500 ml","SIM","","condicionador-loreal-professionnel-renovacao21-serie-expert-inforcer-1500-ml","Condicionador L'Oréal Professionnel Serie Expert Inforcer 1500 ml","","1","Cabelos","11","Condicionador","1",""
"6534","1500 ml","7899706189408","","5470","Shampoo L'Oréal Professionnel Serie Expert Inforcer 1500 ml","SIM","","shampoo-loreal-professionnel-renovacao21-serie-expert-inforcer-1500-ml","Shampoo L'Oréal Professionnel Serie Expert Inforcer 1500 ml","","1","Cabelos","10","Shampoo","1",""
"6535","1500 ml","3474636975655","","5471","Shampoo L'Oréal Professionnel Serie Expert Liss Unlimited 1500 ml","SIM","","shampoo-loreal-professionnel-renovacao21-serie-expert-liss-unlimited-1500-ml","Shampoo L'Oréal Professionnel Serie Expert Liss Unlimited 1500 ml","","1","Cabelos","10","Shampoo","1",""
"6536","1500 ml","7899706190046","","5472","Condicionador L'Oréal Professionnel Serie Expert Nutrifier 1500 ml","SIM","","condicionador-loreal-professionnel-renovacao21-serie-expert-nutrifier-1500-ml","Condicionador L'Oréal Professionnel Serie Expert Nutrifier 1500 ml","","1","Cabelos","11","Condicionador","1",""
"6537","1500 ml","7899706190008","","5473","Shampoo L'Oréal Professionnel Serie Expert Nutrifier 1500 ml","SIM","","shampoo-loreal-professionnel-renovacao21-serie-expert-nutrifier-1500-ml","Shampoo L'Oréal Professionnel Serie Expert Nutrifier 1500 ml","","1","Cabelos","10","Shampoo","1",""
"6538","1500 ml","7899706189545","","5474","Condicionador L'Oréal Professionnel Serie Expert Pro Longer 1500 ml","SIM","","condicionador-loreal-professionnel-renovacao21-serie-expert-pro-longer-1500-ml","Condicionador L'Oréal Professionnel Serie Expert Pro Longer 1500 ml","","1","Cabelos","11","Condicionador","1",""
"6539","1500 ml","7899706189507","","5475","Shampoo L'Oréal Professionnel Serie Expert Pro Longer 1500 ml","SIM","","shampoo-loreal-professionnel-renovacao21-serie-expert-pro-longer-1500-ml","Shampoo L'Oréal Professionnel Serie Expert Pro Longer 1500 ml","","1","Cabelos","10","Shampoo","1",""
"6540","1500 ml","3474636975594","","5476","Shampoo L'Oréal Professionnel Serie Expert Pure Resource 1500 ml","SIM","","shampoo-loreal-professionnel-renovacao21-serie-expert-pure-resource-1500-ml","Shampoo L'Oréal Professionnel Serie Expert Pure Resource 1500 ml","","1","Cabelos","10","Shampoo","1",""
"6541","1500 ml","7899706189965","","5477","Condicionador L'Oréal Professionnel Serie Expert Vitamino Color  1500 ml","SIM","","condicionador-loreal-professionnel-renovacao21-serie-expert-vitamino-color--1500-ml","Condicionador L'Oréal Professionnel Serie Expert Vitamino Color  1500 ml","","1","Cabelos","11","Condicionador","1",""
"6542","1500 ml","7899706189767","","5478","Shampoo L'Oréal Professionnel Serie Expert Vitamino Color 1500 ml","SIM","","shampoo-loreal-professionnel-renovacao21-serie-expert-vitamino-color-1500-ml","Shampoo L'Oréal Professionnel Serie Expert Vitamino Color 1500 ml","","1","Cabelos","10","Shampoo","1",""
"6543","Rosa","7898606743123","","5451","Necessaire Cadiveu Essentials Rosa","NÃO","","necessaire-cadiveu-essentials-bege-e-rosa","Necessaire Cadiveu Essentials Rosa","","93","Brindes","148","Brinde","2000116",""
"6544","300 ml","7898947942735","","26276","Shampoo Truss Vegan Detox 300 ml","SIM","","shampoo-truss-vegan-detox-300-ml","Shampoo Truss Vegan Detox 300 ml","","1","Cabelos","10","Shampoo","7",""
"6545","300 ml","7898625790993","","26277","Shampoo Truss Perfect 300 ml","SIM","","shampoo-truss-perfect-300-ml","Shampoo Truss Perfect 300 ml","","1","Cabelos","10","Shampoo","7",""
"6546","100 ml","7898625790313","","26278","Shampoo para Barba Truss Barber & Moustache 100 ml","SIM","","shampoo-para-barba-truss-barber-e-moustache-100-ml","Shampoo para Barba Truss Barber & Moustache 100 ml","","1","Cabelos","10","Shampoo","7",""
"6547","300 ml","7898947942780","","26266","Shampoo Truss Man Nature 300 ml","SIM","","Shampoo-truss-man-nature-300-ml","Shampoo Truss Man Nature 300 ml","","1","Cabelos","10","Shampoo","7",""
"6548","150 ml","7898702110003","","26267","Shampoo à Seco Truss Detox Dry 150 ml","SIM","","Shampoo-a-seco-truss-detox-dry-150-ml","Shampoo à Seco Truss Detox Dry 150 ml","","1","Cabelos","10","Shampoo","7",""
"6549","300 ml","7898625790733","","26268","Condicionador Truss Perfect 300 ml","SIM","","condicionador-truss-perfect-300-ml","Condicionador Truss Perfect 300 ml","","1","Cabelos","11","Condicionador","7",""
"6550","100 ml","7898625790320","","26269","Condicionador para Barba Truss Barber & Moustache 100 ml","SIM","","condicionador-para-barba-truss-barber-e-mustache-100-ml","Condicionador para Barba Truss Barber & Moustache 100 ml","","1","Cabelos","11","Condicionador","7",""
"6551","300 ml","7898947942797","","26270","Condicionador Truss Man Nature  300 ml","SIM","","condicionador-truss-man-nature-300-ml","Condicionador Truss Man Nature  300 ml","","1","Cabelos","11","Condicionador","7",""
"6552","180 g","7898947943831","","26271","Máscara de Hidratação Truss Perfect 180 g","SIM","","mascara-de-hidratacao-truss-perfect-180-g","Máscara de Hidratação Truss Perfect 180 g","","1","Cabelos","12","Mascaras","7",""
"6553","180 g","7898702110027","","26272","Máscara de Reparação Truss Miracle Summer 180 g","SIM","","mascara-de-reparacao-truss-miracle-summer-180-g","Máscara de Reparação Truss Miracle Summer 180 g","","1","Cabelos","12","Mascaras","7",""
"6554","100 ml","7898947942728","","26273","Booster de Hidratação Capilar Truss Ultra Concentrated 100 ml","SIM","","booster-de-hidratacao-capilar-truss-ultra-concentrated-100-ml","Booster de Hidratação Capilar Truss Ultra Concentrated 100 ml","","1","Cabelos","15","Tratamento Especifico","7",""
"6555","30 Capsulas","7898947942674","","26274","Suplemento Capilar em Cápsulas Truss Pharmacy + 30 Cápsulas","SIM","","capsulas-de-crescimento-truss-pharmacy-30-caps","Suplemento Capilar em Cápsulas Truss Pharmacy + 30 Cápsulas","","7","Saude e Bem-Estar","166","Nutricosmetico","7",""
"6556","120 ml","7898947942643","","26275","Tônico Capilar para Crescimento Truss Pharmacy+ 120 ml","SIM","","tonico-capilar-para-crescimento-truss-pharmacy-120-ml","Tônico Capilar para Crescimento Truss Pharmacy+ 120 ml","","1","Cabelos","15","Tratamento Especifico","7",""
"6557","Kit Crazy For Truss - Shampoo 100 ml + Máscara de Proteína 100 ml + Máscara 100 ml","7898702110393","","26279","Kit Crazy For Truss - Shampoo 100 ml + Máscara de Proteína 100 ml + Máscara 100 ml","SIM","","kit-crazy-for-truss-shampoo-100-ml-mascara-de-proteina-100-ml-mascara-100-ml","Kit Crazy For Truss - Shampoo 100 ml + Máscara de Proteína 100 ml + Máscara 100 ml","","1","Cabelos","80","Cronograma Capilar","7",""
"6558","250 ml","4005800036743","","26324","Shampoo para Cabelos Sensíveis Eucerin Dermo Capillaire 250ml","SIM","","shampoo-para-cabelos-sensiveis-eucerin-dermo-capillaire-250ml","Shampoo para Cabelos Sensíveis Eucerin Dermo Capillaire 250ml","","1","Cabelos","10","Shampoo","2000126",""
"6559","15 ml","4005800057670","","26325","Creme Para os Olhos para os Olhos Anti-Idade Eucerin Hyaluron-Filler 15 ml","SIM","","creme-para-os-olhos-para-os-olhos-anti-idade-eucerin-hyaluron-filler-15-ml","Creme Para os Olhos para os Olhos Anti-Idade Eucerin Hyaluron-Filler 15 ml","","6","Dermocosmeticos","61","Creme","2000126",""
"6560","Kit de Ampola Eucerin Hyaluron-Filler Sérum Facial Anti-Idade Concentrate  6 x 5 ml","4005800076992","","26363","Kit de Ampola Eucerin Hyaluron-Filler Sérum Facial Anti-Idade Concentrate  6 x 5 ml","SIM","","kit-eucerin-hyaluron-filler-serum-facial-anti-idade-concentrate-3-produtos-8-ml","Kit de Ampola Eucerin Hyaluron-Filler Sérum Facial Anti-Idade Concentrate  6 x 5 ml","","6","Dermocosmeticos","83","Kits de Dermocosméticos","2000126",""
"6561","400 ml","4005800164361","","26326","Loção Hidratante Eucerin Ureia Repair 400 ml","SIM","","locao-hidratante-eucerin-ureia-repair-400-ml","Loção Hidratante Eucerin Ureia Repair 400 ml","","6","Dermocosmeticos","62","Locao","2000126",""
"6562","Kit de Pomada Reparadora Eucerin Aquaphor 2 x 9 g","4005800220012","","26364","Kit de Creme Reparador Intensivo Eucerin Duo-Pack Aquaphor 2 x 9 g","SIM","","kit-eucerin-aquaphor-2-pomadas-reparadoras-9-g","Kit de Creme Reparador Intensivo Eucerin Duo-Pack Aquaphor 2 x 9 g","","6","Dermocosmeticos","83","Kits de Dermocosméticos","2000126",""
"6563","49 g","4005800223136","","26327","Pomada Reparadora Eucerin Aquaphor 49 g","SIM","","pomada-reparadora-eucerin-aquaphor-49-g","Pomada Reparadora Eucerin Aquaphor 49 g","","6","Dermocosmeticos","61","Creme","2000126",""
"6564","Kit  de Ampola Eucerin Hyaluron-Filler - Creme Facial Anti-Idade com Vitamina  3 x 8 ml","4005800227585","","26328","Kit  de Ampola Eucerin Hyaluron-Filler - Creme Facial Anti-Idade com Vitamina  3 x 8 ml","NÃO","","creme-facial-anti-idade-com-vitamina-c-eucerin-hyaluron-filler-3-8-ml","Kit  de Ampola Eucerin Hyaluron-Filler - Creme Facial Anti-Idade com Vitamina  3 x 8 ml","","6","Dermocosmeticos","83","Kits de Dermocosméticos","2000126",""
"6565","30 ml","4005800269776","","26329","Sérum Facial Anti-Idade 3D Eucerin Hyaluron-Filler Elasticity 30 ml","SIM","","serum-facial-anti-idade-3d-eucerin-hyaluron-filler-elasticity-30-ml","Sérum Facial Anti-Idade 3D Eucerin Hyaluron-Filler Elasticity 30 ml","","6","Dermocosmeticos","59","Serum","2000126",""
"6566","200 ml","4005800630019","","26330","Loção Hidratante Eucerin PH5 200 ml","SIM","","locao-hidratante-eucerin-ph5-200-ml","Loção Hidratante Eucerin PH5 200 ml","","6","Dermocosmeticos","62","Locao","2000126",""
"6567","200 ml","4005900000767","","26331","Óleo de Limpeza Eucerin PH5 200 ml","SIM","","oleo-de-limpeza-eucerin-ph5-200-ml","Óleo de Limpeza Eucerin PH5 200 ml","","6","Dermocosmeticos","63","Gel E Oleo","2000126",""
"6568","400 ml","4005900000774","","26332","Loção Hidratante Eucerin PH5 400 ml","SIM","","locao-hidratante-eucerin-ph5-400-ml","Loção Hidratante Eucerin PH5 400 ml","","6","Dermocosmeticos","62","Locao","2000126",""
"6569","50 ml","4005900245311","","26333","Fluido Neutralizante Eucerin Antiredness FPS 25 50 ml","SIM","","fluido-neutralizante-eucerin-antiredness-fps-25-50-ml","Fluido Neutralizante Eucerin Antiredness FPS 25 50 ml","","6","Dermocosmeticos","61","Creme","2000126",""
"6570","50 ml","4005900324023","","26334","Creme Facial Anti-Idade Noturno Eucerin Hyaluron-Filler Elasticity 50 ml","SIM","","creme-facial-anti-idade-noturno-eucerin-hyaluron-filler-elasticity-50-ml","Creme Facial Anti-Idade Noturno Eucerin Hyaluron-Filler Elasticity 50 ml","","6","Dermocosmeticos","61","Creme","2000126",""
"6571","200 ml","4005900436986","","26335","Gel Facial de Limpeza Oil Control Eucerin Dermo Pure 200 ml","SIM","","gel-facial-de-limpeza-oil-control-eucerin-dermo-pure-200-ml","Gel Facial de Limpeza Oil Control Eucerin Dermo Pure 200 ml","","6","Dermocosmeticos","63","Gel E Oleo","2000126",""
"6572","50 ml","4005900516961","","26336","Creme Facial Anti-Idade Eucerin Hyaluron-Filler FPS 30 50 ml","SIM","","creme-facial-anti-idade-eucerin-hyaluron-filler-fps-30-50-ml","Creme Facial Anti-Idade Eucerin Hyaluron-Filler FPS 30 50 ml","","6","Dermocosmeticos","61","Creme","2000126",""
"6573","50 ml","4005800024023","","26337","Creme Facial Anti-Idade Noturno Eucerin Hyaluron-Filler 50 ml","SIM","","creme-facial-anti-idade-noturno-eucerin-hyaluron-filler-50-ml","Creme Facial Anti-Idade Noturno Eucerin Hyaluron-Filler 50 ml","","6","Dermocosmeticos","61","Creme","2000126",""
"6574","30 ml","4005900541031","","26338","Sérum Facial Anti-Idade Noturno Eucerin Hyaluron-Filler 30 ml","SIM","","serum-facial-anti-idade-noturno-eucerin-hyaluron-filler-30-ml","Sérum Facial Anti-Idade Noturno Eucerin Hyaluron-Filler 30 ml","","6","Dermocosmeticos","59","Serum","2000126",""
"6575","50 ml","4005900559500","","26339","Creme Facial Clareador Eucerin Anti-Pigment FPS 30 50 ml","SIM","","creme-facial-clareador-eucerin-anti-pigment-fps-30-50-ml","Creme Facial Clareador Eucerin Anti-Pigment FPS 30 50 ml","","6","Dermocosmeticos","61","Creme","2000126",""
"6576","50 ml","4005900559517","","26340","Creme Facial Clareador Noturno Eucerin Anti-Pigment 50 ml","SIM","","creme-facial-clareador-notruno-eucerin-anti-pigment-50-ml","Creme Facial Clareador Notruno Eucerin Anti-Pigment 50 ml","","6","Dermocosmeticos","61","Creme","2000126",""
"6577","8 ml","4005900598684","","26341","Creme Facial Anti-Idade com Vitamina C Eucerin Hyaluron-Filler Elasticity 8 ml","SIM","","creme-facial-anti-idade-com-vitamina-c-eucerin-hyaluron-filler-elasticity","Creme Facial Anti-Idade com Vitamina C Eucerin Hyaluron-Filler Elasticity 8 ml","","6","Dermocosmeticos","61","Creme","2000126",""
"6578","15 ml","4005900650412","","26342","Creme para os Olhos Anti-Idade Eucerin Hyaluron-Filler Elasticity FPS 15 15 ml","SIM","","creme-para-os-olhos-anti-idade-eucerin-hyaluron-filler-elasticity-fps-15-15-ml","Creme para os Olhos Anti-Idade Eucerin Hyaluron-Filler Elasticity FPS 15 15 ml","","6","Dermocosmeticos","61","Creme","2000126",""
"6579","50 ml","4005900728807","","26343","Creme Facial Anti-Idade Eucerin Hyaluron-Filler Elasticity FPS 30 50 ml","SIM","","creme-facial-anti-idade-eucerin-hyaluron-filler-elasticity-fps-30-50-ml","Creme Facial Anti-Idade Eucerin Hyaluron-Filler Elasticity FPS 30 50 ml","","6","Dermocosmeticos","61","Creme","2000126",""
"6580","30 ml","4005900747266","","26344","Gel Facial Hidratante Daily Booster Eucerin Hyaluron-Filler 30 ml","SIM","","gel-facial-hidratante-daily-booster-eucerin-hyaluron-fille-200-ml","Gel Facial Hidratante Daily Booster Eucerin Hyaluron-Fille 30 ml","","6","Dermocosmeticos","63","Gel E Oleo","2000126",""
"6581","75 ml","4005900861832","","26345","Creme Clareador para as Mãos Eucerin Anti-Pigment FPS 30 75 ml","SIM","","creme-clareador-para-as-maos-eucerin-anti-pigment-fps-30-75-ml","Creme Clareador para as Mãos Eucerin Anti-Pigment FPS 30 75 ml","","6","Dermocosmeticos","61","Creme","2000126",""
"6582","30 ml","7319470066786","","26346","Sérum Facial Clareador Eucerin Anti-Pigment Dual 30 ml","SIM","","serum-facial-clareador-eucerin-anti-pigment-dual-30-ml","Sérum Facial Clareador Eucerin Anti-Pigment Dual 30 ml","","6","Dermocosmeticos","59","Serum","2000126",""
"6583","150 ml","7501054550037","","26347","Spray Corporal Reparador Eucerin Aquaphor 150 ml","SIM","","spray-corporal-reparador-eucerin-aquaphor-150-ml","Spray Corporal Reparador Eucerin Aquaphor 150 ml","","6","Dermocosmeticos","59","Serum","2000126",""
"6584","30 ml","7501054550211","","26348","Sérum Facial Anti-Idade Pore Minimizer Eucerin Hyaluron-Filler 30 ml","SIM","","serum-facial-anti-idade-pore-minimizer-eucerin-hyaluron-filler-30-ml","Sérum Facial Anti-Idade Pore Minimizer Eucerin Hyaluron-Filler 30 ml","","6","Dermocosmeticos","59","Serum","2000126",""
"6585","100 ml","7804955001180","","26349","Creme Hidratante para os Pés Eucerin Ureia Repair 100 ml","SIM","","creme-hidratante-para-os-pes-eucerin-ureia-repair-100-ml","Creme Hidratante para os Pés Eucerin Ureia Repair 100 ml","","6","Dermocosmeticos","61","Creme","2000126",""
"6586","260 g","4005800178382","","26350","Gel de Limpeza Eucerin PH5 260 g","SIM","","gel-de-limpeza-eucerin-ph5-250-ml","Gel de Limpeza Eucerin PH5 260 g","","6","Dermocosmeticos","63","Gel E Oleo","2000126",""
"6587","150 ml","4005800027468","","26351","Protetor Solar Infantil Eucerin Kids Sun FPS 60 150 ml","NÃO","","protetor-solar-infantil-eucerin-kids-sun-fps-60-150-ml","Protetor Solar Infantil Eucerin Kids Sun FPS 60 150 ml","","6","Dermocosmeticos","150","Protetor Solar","2000126",""
"6588","50 ml","4005800120282","","26352","Protetor Solar Facial Eucerin Sun Oil Control FPS 30 50 ml","SIM","","protetor-solar-facial-eucerin-sun-oil-control-fps-30-50-ml","Protetor Solar Facial Eucerin Sun Oil Control FPS 30 50 ml","","6","Dermocosmeticos","150","Protetor Solar","2000126",""
"6589","50 ml","4005800241901","","26353","Protetor Solar Facial Eucerin Pigment Control FPS 60 50 ml","SIM","","protetor-solar-facial-eucerin-pigment-control-fps-60-50-ml","Protetor Solar Facial Eucerin Pigment Control FPS 60 50 ml","","6","Dermocosmeticos","150","Protetor Solar","2000126",""
"6590","50 ml","4005900183125","","26354","Protetor Solar Facial Eucerin Sun Oil Control FPS 60 50 ml","SIM","","protetor-solar-facial-eucerin-sun-oil-control-fps-60-50-ml","Protetor Solar Facial Eucerin Sun Oil Control FPS 60 50 ml","","6","Dermocosmeticos","150","Protetor Solar","2000126",""
"6591","50 ml","4005900271945","","26355","Protetor Solar Facial Anti-Idade Eucerin Photoaging Control FPS 50 50 ml","SIM","","protetor-solar-facial-anti-idade-eucerin-photoaging-control-fps-50-50-g","Protetor Solar Facial Anti-Idade Eucerin Photoaging Control FPS 50 50 ml","","6","Dermocosmeticos","150","Protetor Solar","2000126",""
"6592","198 g","4005900707567","","26356","Protetor Solar Corporal Toque Seco Gel Creme Eucerin Oil Control FPS 30 198 g","SIM","","protetor-solar-corporal-toque-seco-gel-creme-eucerin-oil-control-fps-30-200-ml","Protetor Solar Corporal Toque Seco Gel Creme Eucerin Oil Control FPS 30 198 g","","6","Dermocosmeticos","150","Protetor Solar","2000126",""
"6593","200 g","4005900707574","","26357","Protetor Solar Corporal Toque Seco Gel Creme Eucerin Oil Control FPS 60 200 g","SIM","","protetor-solar-corporal-toque-seco-gel-creme-eucerin-oil-control-fps-60-200-ml","Protetor Solar Corporal Toque Seco Gel Creme Eucerin Oil Control FPS 60 200  g","","6","Dermocosmeticos","150","Protetor Solar","2000126",""
"6594","150 ml","5025970003139","","26358","Protetor Solar Corporal Eucerin Sensitive Protect Sun Extra Light FPS 60 150 ml","SIM","","protetor-solar-corporal-eucerin-sun-extra-light-fps-60-150-ml","Protetor Solar Corporal Eucerin Sensitive Protect Sun Extra Light FPS 60 150 ml","","6","Dermocosmeticos","150","Protetor Solar","2000126",""
"6595","Média","4005900260390","","26359","Protetor Solar Facial Anti-Idade Eucerin Sun Cc Cream Médio FPS 60 50 ml","NÃO","","protetor-solar-facial-anti-idade-eucerin-sun-cc-cream-medio-fps-60-50-ml","Protetor Solar Facial Anti-Idade Eucerin Sun Cc Cream Médio FPS 60 50 ml","","6","Dermocosmeticos","151","Protetor Solar Tonalizante","2000126",""
"6596","Clara","4005900260406","","26360","Protetor Solar Facial Anti-Idade Eucerin Sun CC Cream Claro FPS 60 50 ml","SIM","","protetor-solar-facial-anti-idade-eucerin-sun-cc-cream-claro-fps-60-50-ml","Protetor Solar Facial Anti-Idade Eucerin Sun CC Cream Claro FPS 60 50 ml","","6","Dermocosmeticos","151","Protetor Solar Tonalizante","2000126",""
"6597","Claro","4005900840349","","26361","Protetor Solar Facial Antioleosidade Eucerin Sun Oil Control Tinted Claro FPS 70 50 ml","SIM","","protetor-solar-facial-antioleosidade-eucerin-sun-oil-control-tinted-claro-fps-70-50-g","Protetor Solar Facial Antioleosidade Eucerin Sun Oil Control Tinted Claro FPS 70 50 ml","","6","Dermocosmeticos","150","Protetor Solar","2000126",""
